,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
atwt-02-15-08,explicit,True,True,True,True,True,False,44,409,20,42.02272727272727,3534.936236,58m 54.94s,train,True
atwt-02-15-10,explicit,True,True,True,True,True,False,21,565,17,47.857142857142854,3533.821678,58m 53.82s,train,True
atwt-02-16-04,explicit,True,True,True,True,True,False,26,324,18,44.23076923076923,3333.897868,55m 33.90s,train,True
atwt-02-16-05,explicit,False,True,True,True,True,True,27,335,20,45.407407407407405,3327.791020,55m 27.79s,nelly-excluded,False
atwt-02-16-06,explicit,False,True,True,True,True,True,23,393,11,46.30434782608695,3530.988844,58m 50.99s,nelly-excluded,False
atwt-02-16-07,explicit,True,True,True,True,True,True,25,419,19,43.76,3534.495057,58m 54.50s,test,True
atwt-02-16-09,explicit,True,True,True,True,True,False,10,365,43,53.6,3535.818594,58m 55.82s,train,True
atwt-02-16-10,explicit,True,True,True,True,True,False,13,395,13,49.15384615384615,3533.914558,58m 53.91s,train,True
atwt-02-17-03,explicit,True,True,True,True,True,True,22,341,12,45.31818181818182,3314.184127,55m 14.18s,train,True
atwt-02-17-04,explicit,True,True,True,True,True,False,25,364,19,46.4,3338.890159,55m 38.89s,train,True
atwt-02-17-05,explicit,True,True,True,True,True,True,25,364,20,45.56,3285.205624,54m 45.21s,train,True
atwt-02-17-06,explicit,True,True,True,True,True,True,29,436,17,44.62068965517241,3534.936236,58m 54.94s,test,True
atwt-02-17-09,explicit,True,True,True,True,True,False,27,456,15,44.407407407407405,3534.843356,58m 54.84s,train,True
atwt-02-17-10,explicit,True,True,True,True,True,False,24,328,17,44.916666666666664,3533.334059,58m 53.33s,train,True
atwt-02-18-03,explicit,False,True,True,True,True,True,19,311,14,45.78947368421053,3275.639002,54m 35.64s,nelly-excluded,False
atwt-02-18-04,explicit,True,True,True,True,True,False,29,353,18,43.62068965517241,3298.348118,54m 58.35s,train,True
atwt-02-18-05,explicit,True,True,True,True,True,True,33,420,24,43.54545454545455,3327.280181,55m 27.28s,train,True
atwt-02-18-08,explicit,True,True,True,True,True,False,35,370,22,42.857142857142854,3535.957914,58m 55.96s,train,True
atwt-02-18-09,explicit,True,True,True,True,True,False,22,406,16,47.54545454545455,3533.821678,58m 53.82s,train,True
atwt-02-18-10,explicit,True,True,True,True,True,False,25,436,13,45.76,3533.310839,58m 53.31s,train,True
atwt-02-19-03,explicit,True,True,True,True,True,True,20,458,17,48.65,3314.091247,55m 14.09s,train,True
atwt-02-19-04,explicit,False,True,True,True,True,False,22,350,19,47.40909090909091,3338.890159,55m 38.89s,nelly-excluded,False
atwt-02-19-07,explicit,True,True,True,True,True,True,24,400,21,44.125,3535.447075,58m 55.45s,train,True
atwt-02-19-08,explicit,True,True,True,True,True,False,40,436,23,42.05,3534.959456,58m 54.96s,train,True
atwt-02-19-09,explicit,False,True,True,True,True,False,24,504,18,46.333333333333336,3533.914558,58m 53.91s,nelly-excluded,False
atwt-02-20-04,explicit,True,True,True,True,True,False,24,384,19,46.666666666666664,3338.890159,55m 38.89s,train,True
atwt-02-20-06,explicit,False,True,True,True,True,True,24,504,19,47.875,3533.937778,58m 53.94s,nelly-excluded,False
atwt-02-20-07,explicit,True,True,True,True,True,True,22,475,21,45.40909090909091,3534.471837,58m 54.47s,train,True
atwt-02-20-08,explicit,True,True,True,True,True,False,38,376,16,42.63157894736842,3533.960998,58m 53.96s,train,True
atwt-02-20-09,explicit,True,True,True,True,True,False,31,474,15,44.12903225806452,3533.868118,58m 53.87s,train,True
atwt-02-21-03,explicit,False,True,True,True,True,True,23,368,19,47.26086956521739,3379.200000,56m 19.20s,nelly-excluded,False
atwt-02-21-05,explicit,True,True,True,True,True,True,26,387,15,45.92307692307692,2332.978503,38m 52.98s,train,True
atwt-02-21-06,explicit,True,True,True,True,True,True,22,430,21,47.18181818181818,3534.959456,58m 54.96s,test,True
atwt-02-21-08,explicit,True,True,True,True,True,False,42,330,27,41.976190476190474,3535.934694,58m 55.93s,train,True
atwt-02-22-05,explicit,True,True,True,True,True,True,35,362,19,44.08571428571429,3327.791020,55m 27.79s,train,True
atwt-02-22-06,explicit,True,True,True,True,True,True,31,370,19,45.45161290322581,3534.471837,58m 54.47s,test,True
atwt-02-22-07,explicit,True,True,True,True,True,True,24,459,21,43.875,3534.425397,58m 54.43s,train,True
atwt-02-22-08,explicit,True,True,True,True,True,False,40,377,17,42.4,3534.936236,58m 54.94s,train,True
atwt-02-22-10,explicit,True,True,True,True,True,False,26,431,13,45.57692307692308,3533.914558,58m 53.91s,train,True
atwt-02-23-04,explicit,False,True,True,True,True,False,24,311,17,47.0,3333.897868,55m 33.90s,nelly-excluded,False
atwt-02-23-05,explicit,True,True,True,True,True,True,27,359,20,45.25925925925926,3328.789478,55m 28.79s,train,True
atwt-02-23-06,explicit,False,True,True,True,True,False,35,470,23,44.457142857142856,3534.448617,58m 54.45s,nelly-excluded,False
atwt-02-23-10,explicit,True,True,True,True,True,False,23,489,18,46.65217391304348,3533.868118,58m 53.87s,train,True
atwt-02-24-03,explicit,True,True,True,True,True,True,21,343,20,46.857142857142854,3379.710839,56m 19.71s,train,True
atwt-02-24-04,explicit,True,True,True,True,True,False,25,391,19,47.92,3333.897868,55m 33.90s,train,True
atwt-02-24-05,explicit,True,True,True,True,True,True,32,446,21,44.78125,3328.766259,55m 28.77s,train,True
atwt-02-24-06,explicit,False,True,True,True,True,True,33,447,25,42.78787878787879,3534.448617,58m 54.45s,nelly-excluded,False
atwt-02-24-09,explicit,True,True,True,True,True,False,54,592,17,35.24074074074074,3533.960998,58m 53.96s,train,True
atwt-02-24-10,explicit,True,True,True,True,True,False,26,477,13,46.30769230769231,3533.403719,58m 53.40s,train,True
atwt-02-25-03,explicit,True,True,True,True,True,True,27,434,22,45.81481481481482,3340.701315,55m 40.70s,train,True
atwt-02-25-04,explicit,False,True,True,True,True,False,29,491,19,43.55172413793103,3294.354286,54m 54.35s,nelly-excluded,False
atwt-02-25-05,explicit,True,True,True,True,True,True,34,283,19,41.970588235294116,3287.736599,54m 47.74s,train,True
atwt-02-25-08,explicit,True,True,True,True,True,False,29,402,19,43.48275862068966,3535.911474,58m 55.91s,train,True
atwt-02-25-09,explicit,True,True,True,True,True,False,22,446,16,46.27272727272727,3533.473379,58m 53.47s,train,True
atwt-02-25-10,explicit,True,True,True,True,True,False,24,530,19,46.291666666666664,3533.310839,58m 53.31s,train,True
atwt-02-26-03,explicit,True,True,True,True,True,True,22,421,21,46.59090909090909,3380.732517,56m 20.73s,train,True
atwt-02-26-04,explicit,True,True,True,True,True,False,25,327,15,45.44,3333.897868,55m 33.90s,train,True
atwt-02-26-07,explicit,True,True,True,True,True,False,23,400,23,45.95652173913044,3534.448617,58m 54.45s,train,True
atwt-02-26-08,explicit,True,True,True,True,True,False,47,349,26,41.1063829787234,3534.982676,58m 54.98s,train,True
atwt-02-26-09,explicit,True,True,True,True,True,False,30,427,16,44.333333333333336,3534.936236,58m 54.94s,train,True
atwt-02-26-10,explicit,True,True,True,True,True,False,29,452,14,45.827586206896555,3533.426939,58m 53.43s,train,True
atwt-02-27-03,explicit,True,True,True,True,True,True,31,418,21,44.58064516129032,3381.754195,56m 21.75s,train,True
atwt-02-27-04,explicit,True,True,True,True,True,False,27,384,18,45.2962962962963,3333.897868,55m 33.90s,train,True
atwt-02-27-06,explicit,True,True,True,True,True,False,27,346,15,43.55555555555556,3535.957914,58m 55.96s,train,True
atwt-02-27-07,explicit,True,True,True,True,True,True,28,460,20,46.142857142857146,3535.005896,58m 55.01s,train,True
atwt-02-27-08,explicit,True,True,True,True,True,False,48,456,19,40.416666666666664,3535.957914,58m 55.96s,train,True
atwt-02-27-09,explicit,True,True,True,True,True,False,28,515,18,44.32142857142857,3534.936236,58m 54.94s,train,True
atwt-02-28-05,explicit,False,True,True,True,True,True,34,390,23,43.794117647058826,3327.744580,55m 27.74s,nelly-excluded,False
atwt-02-28-06,explicit,True,True,True,True,True,False,27,377,18,44.55555555555556,3534.936236,58m 54.94s,train,True
atwt-02-28-07,explicit,True,True,True,True,True,True,20,464,14,48.1,3534.959456,58m 54.96s,train,True
atwt-02-28-08,explicit,True,True,True,True,True,False,44,393,21,41.70454545454545,3535.493515,58m 55.49s,train,True
atwt-02-29-08,explicit,True,True,True,True,True,False,31,372,21,43.67741935483871,3534.959456,58m 54.96s,train,True
atwt-03-01-04,explicit,True,True,True,True,True,False,28,371,22,44.142857142857146,3333.897868,55m 33.90s,train,True
atwt-03-01-05,explicit,True,True,True,True,True,True,34,379,17,44.11764705882353,3286.227302,54m 46.23s,train,True
atwt-03-01-06,explicit,True,True,True,True,True,True,27,378,18,44.44444444444444,3534.471837,58m 54.47s,train,True
atwt-03-01-07,explicit,True,True,True,True,True,False,22,283,14,43.31818181818182,3534.448617,58m 54.45s,train,True
atwt-03-01-10,explicit,True,True,True,True,True,False,25,466,15,47.32,3533.426939,58m 53.43s,train,True
atwt-03-02-04,explicit,True,True,True,True,True,False,27,360,16,46.18518518518518,3333.387029,55m 33.39s,train,True
atwt-03-02-05,explicit,True,True,True,True,True,True,30,381,25,45.96666666666667,3328.789478,55m 28.79s,train,True
atwt-03-02-06,explicit,True,True,True,True,True,False,28,388,20,44.607142857142854,3534.448617,58m 54.45s,train,True
atwt-03-02-07,explicit,True,True,True,True,True,False,24,483,20,47.125,3534.425397,58m 54.43s,train,True
atwt-03-02-09,explicit,True,True,True,True,True,False,25,540,18,46.88,3534.843356,58m 54.84s,train,True
atwt-03-02-10,explicit,True,True,True,True,True,False,23,362,17,44.65217391304348,3533.937778,58m 53.94s,train,True
atwt-03-03-05,explicit,False,True,True,True,True,True,31,393,22,43.806451612903224,3327.767800,55m 27.77s,nelly-excluded,False
atwt-03-03-08,explicit,True,True,True,True,True,False,33,449,24,44.39393939393939,3535.447075,58m 55.45s,train,True
atwt-03-03-09,explicit,True,True,True,True,True,False,24,452,15,46.375,3534.820136,58m 54.82s,train,True
atwt-03-03-10,explicit,True,True,True,True,True,False,28,440,19,45.535714285714285,3533.821678,58m 53.82s,train,True
atwt-03-04-03,explicit,False,True,True,True,True,True,22,339,21,46.31818181818182,3377.713923,56m 17.71s,nelly-excluded,False
atwt-03-04-05,explicit,True,True,True,True,True,True,28,423,22,44.57142857142857,3327.767800,55m 27.77s,train,True
atwt-03-04-08,explicit,True,True,True,True,True,False,36,384,22,43.638888888888886,3534.936236,58m 54.94s,train,True
atwt-03-04-09,explicit,True,True,True,True,True,False,26,570,15,47.19230769230769,3534.866576,58m 54.87s,train,True
atwt-03-04-10,explicit,True,True,True,True,True,False,25,426,13,44.32,3528.829388,58m 48.83s,train,True
atwt-03-05-03,explicit,True,True,True,True,True,True,17,335,10,48.294117647058826,3409.757460,56m 49.76s,train,True
atwt-03-05-04,explicit,False,True,True,True,True,False,25,357,22,47.0,3338.890159,55m 38.89s,nelly-excluded,False
atwt-03-05-07,explicit,True,True,True,True,True,False,28,474,20,44.964285714285715,3534.495057,58m 54.50s,train,True
atwt-03-05-08,explicit,True,True,True,True,True,False,41,342,17,40.829268292682926,3534.959456,58m 54.96s,train,True
atwt-03-05-09,explicit,True,True,True,True,True,False,28,605,19,45.82142857142857,3533.960998,58m 53.96s,train,True
atwt-03-06-03,explicit,True,True,True,True,True,True,25,369,14,45.56,3369.726259,56m 9.73s,train,True
atwt-03-06-06,explicit,True,True,True,True,True,True,30,445,22,44.63333333333333,3534.471837,58m 54.47s,test,True
atwt-03-06-07,explicit,True,True,True,True,True,False,41,495,20,40.21951219512195,3535.470295,58m 55.47s,train,True
atwt-03-06-08,explicit,True,True,True,True,True,False,28,458,21,45.285714285714285,3534.959456,58m 54.96s,train,True
atwt-03-06-09,explicit,True,True,True,True,True,False,31,468,17,45.29032258064516,3533.403719,58m 53.40s,train,True
atwt-03-07-03,explicit,True,True,True,True,True,True,27,431,20,45.18518518518518,3411.800816,56m 51.80s,train,True
atwt-03-07-05,explicit,True,True,True,True,True,True,21,378,25,46.42857142857143,3288.735057,54m 48.74s,train,True
atwt-03-07-07,explicit,True,True,True,True,True,False,36,457,18,38.166666666666664,3534.471837,58m 54.47s,train,True
atwt-03-07-08,explicit,True,True,True,True,True,False,33,363,19,43.63636363636363,3534.959456,58m 54.96s,train,True
atwt-03-08-04,explicit,True,True,True,True,True,False,22,380,24,46.09090909090909,3338.402540,55m 38.40s,train,True
atwt-03-08-05,explicit,True,True,True,True,True,True,29,425,19,46.06896551724138,3328.789478,55m 28.79s,train,True
atwt-03-08-06,explicit,False,True,True,True,True,True,29,498,24,45.55172413793103,3534.448617,58m 54.45s,nelly-excluded,False
atwt-03-08-07,explicit,True,True,True,True,True,False,35,538,26,40.114285714285714,3534.471837,58m 54.47s,train,True
atwt-03-08-10,explicit,True,True,True,True,True,False,26,467,15,46.15384615384615,3534.332517,58m 54.33s,train,True
atwt-03-09-04,explicit,True,True,True,True,True,False,23,342,23,45.391304347826086,3338.750839,55m 38.75s,train,True
atwt-03-09-05,explicit,True,True,True,True,True,True,22,445,20,47.45454545454545,3327.256961,55m 27.26s,train,True
atwt-03-09-06,explicit,True,True,True,True,True,True,28,452,20,44.142857142857146,3533.960998,58m 53.96s,test,True
atwt-03-09-09,explicit,True,True,True,True,True,False,29,451,16,45.241379310344826,3534.843356,58m 54.84s,train,True
atwt-03-09-10,explicit,True,True,True,True,True,False,26,379,15,45.80769230769231,3533.403719,58m 53.40s,train,True
atwt-03-10-03,explicit,True,True,True,True,True,True,24,386,18,47.666666666666664,3381.243356,56m 21.24s,train,True
atwt-03-10-04,explicit,False,True,True,True,True,False,26,464,27,45.88461538461539,3293.680907,54m 53.68s,nelly-excluded,False
atwt-03-10-05,implicit,True,True,True,True,False,True,35,362,20,43.82857142857143,3327.256961,55m 27.26s,train,True
atwt-03-10-06,explicit,True,True,True,True,True,False,29,377,23,43.6551724137931,3533.960998,58m 53.96s,train,True
atwt-03-10-09,explicit,True,True,True,True,True,False,25,468,13,47.0,3534.355737,58m 54.36s,train,True
atwt-03-10-10,explicit,True,True,True,True,True,False,23,404,15,46.65217391304348,3533.380499,58m 53.38s,train,True
atwt-03-11-04,explicit,True,True,True,True,True,False,25,376,22,47.32,3333.758549,55m 33.76s,train,True
atwt-03-11-05,explicit,False,True,True,True,True,True,31,420,20,44.483870967741936,3326.235283,55m 26.24s,nelly-excluded,False
atwt-03-11-08,explicit,True,True,True,True,True,False,39,349,27,41.8974358974359,3534.889796,58m 54.89s,train,True
atwt-03-11-09,explicit,True,True,True,True,True,False,30,598,20,44.93333333333333,3534.843356,58m 54.84s,train,True
atwt-03-11-10,explicit,True,True,True,True,True,False,26,526,16,46.46153846153846,3533.821678,58m 53.82s,train,True
atwt-03-12-03,explicit,True,True,True,True,True,True,18,360,14,47.388888888888886,3380.221678,56m 20.22s,train,True
atwt-03-12-04,explicit,True,True,True,True,True,False,29,390,28,44.48275862068966,3338.216780,55m 38.22s,train,True
atwt-03-12-07,explicit,True,True,True,True,True,False,18,493,13,47.388888888888886,3534.471837,58m 54.47s,train,True
atwt-03-12-08,explicit,True,True,True,True,True,False,34,365,20,43.205882352941174,3535.841814,58m 55.84s,train,True
atwt-03-12-09,explicit,True,True,True,True,True,False,24,510,19,45.708333333333336,3533.844898,58m 53.84s,train,True
atwt-03-12-10,explicit,True,True,True,True,True,False,24,386,11,44.875,3533.891338,58m 53.89s,train,True
atwt-03-13-06,explicit,True,True,True,True,True,False,31,391,18,43.645161290322584,3533.960998,58m 53.96s,train,True
atwt-03-13-07,explicit,True,True,True,True,True,False,23,487,18,47.0,3534.425397,58m 54.43s,train,True
atwt-03-13-08,explicit,True,True,True,True,True,False,41,459,26,43.75609756097561,3534.820136,58m 54.82s,train,True
atwt-03-13-09,explicit,True,True,True,True,True,False,29,601,15,45.689655172413794,3532.823220,58m 52.82s,train,True
atwt-03-14-03,explicit,True,True,True,True,True,True,24,397,22,47.458333333333336,3380.221678,56m 20.22s,train,True
atwt-03-14-05,explicit,True,True,True,True,True,True,30,426,20,45.333333333333336,3325.260045,55m 25.26s,train,True
atwt-03-14-06,explicit,True,True,True,True,True,True,24,424,19,46.291666666666664,3534.471837,58m 54.47s,train,True
atwt-03-14-07,explicit,True,True,True,True,True,True,30,507,26,43.3,3534.936236,58m 54.94s,train,True
atwt-03-14-08,explicit,True,True,True,True,True,False,44,462,22,42.36363636363637,3534.820136,58m 54.82s,train,True
atwt-03-15-04,explicit,False,True,True,True,True,False,23,321,17,47.21739130434783,3338.216780,55m 38.22s,nelly-excluded,False
atwt-03-15-05,explicit,True,True,True,True,True,True,33,381,26,43.54545454545455,3326.792562,55m 26.79s,train,True
atwt-03-15-06,explicit,True,True,True,True,True,True,30,350,19,43.06666666666667,3534.425397,58m 54.43s,train,True
atwt-03-15-10,explicit,True,True,True,True,True,False,21,411,15,47.61904761904762,3533.403719,58m 53.40s,train,True
atwt-03-16-04,explicit,False,True,True,True,True,False,26,437,18,46.38461538461539,3298.162358,54m 58.16s,nelly-excluded,False
atwt-03-16-05,explicit,True,True,True,True,True,True,27,414,26,46.148148148148145,3287.202540,54m 47.20s,train,True
atwt-03-16-09,explicit,True,True,True,True,True,False,25,454,17,46.64,3533.821678,58m 53.82s,train,True
atwt-03-17-08,explicit,True,True,True,True,True,False,44,419,28,42.15909090909091,3534.843356,58m 54.84s,train,True
atwt-03-17-09,explicit,True,True,True,True,True,False,25,507,14,45.36,3534.936236,58m 54.94s,train,True
atwt-03-17-10,explicit,True,True,True,True,True,False,28,466,20,46.107142857142854,3533.937778,58m 53.94s,train,True
atwt-03-18-03,explicit,True,True,True,True,True,True,23,306,17,45.95652173913044,3373.255692,56m 13.26s,train,True
atwt-03-18-08,explicit,True,True,True,True,True,False,35,456,25,46.457142857142856,3535.865034,58m 55.87s,train,True
atwt-03-18-09,explicit,True,True,True,True,True,False,23,453,11,45.130434782608695,3535.354195,58m 55.35s,train,True
